File Name,Transcript,Label,tokenized_Transcript,clean_text
trial_truth_011.txt,"We talked about the same kind of books we liked to read, I mean, Atlas Shrugged, Thinking Girl Rich, How to Win Friends and Influence People, we had a lot of the same interests, she was a great conversationalist on the phone, we just had a lot in common, when I first met her, she's a business woman at a national convention, an entrepreneur, so I thought that was an attractive traits, all those things, it sounded like somebody I wanted to get to know",truthful,we talked about the same kind of books we liked to read i mean atlas shrugged thinking girl rich how to win friends and influence people we had a lot of the same interests she was a great conversationalist on the phone we just had a lot in common when i first met her she 's a business woman at a national convention an entrepreneur so i thought that was an attractive traits all those things it sounded like somebody i wanted to get to know,talk kind book like read mean atlas shrug think girl rich win friend influence people lot interest great conversationalist phone lot common meet business woman national convention entrepreneur think attractive trait thing sound like somebody want know
trial_truth_013.txt,I was under the assumption that it’s long time ago. I didn’t know if it was six months ago or two years ago. I really didn’t know. And yeah I didn’t try to pry too much in that relationship. But I felt like it was ... just ... yeah I didn’t know how long it was.,truthful,i was under the assumption that it ’s long time ago i did n’t know if it was six months ago or two years ago i really did n’t know and yeah i did n’t try to pry too much in that relationship but i felt like it was just yeah i did n’t know how long it was,assumption long time ago know month ago year ago know yeah try pry relationship feel like yeah know long
trial_truth_012.txt,"I don’t think too often, cause usually we just call each other. We would be texting. If we are both by a computer when you are on gmail, you can kind of see your contacts and who’s actually online. And I think at one point, she wrote ‘hi this is the text’, and I was online and I responded back to him that we started kind of just talking that way ",truthful,i do n’t think too often cause usually we just call each other we would be texting if we are both by a computer when you are on gmail you can kind of see your contacts and who ’s actually online and i think at one point she wrote hi this is the text and i was online and i responded back to him that we started kind of just talking that way,think cause usually texte computer gmail kind contact actually online think point write hi text online respond start kind talk way
trial_truth_010.txt,"yeah. I, maybe three months in the business, I was struggling, not doing so well. I was even thinking about quitting. And then at some point Alexander was flown into town as a guest speaker for solid city market. And I attended that training and I was inspired by him. It kind of changed my business around. And that was the only encounter with him personally. And so I just, I kept going and did much better after that.",truthful,yeah i maybe three months in the business i was struggling not doing so well i was even thinking about quitting and then at some point alexander was flown into town as a guest speaker for solid city market and i attended that training and i was inspired by him it kind of changed my business around and that was the only encounter with him personally and so i just i kept going and did much better after that,yeah maybe month business struggle think quit point alexander fly town guest speaker solid city market attend training inspire kind change business encounter personally keep go well
trial_truth_016.txt,Three friends of the deceased who were standing right next to him testified and said ... this is not the guy who shot our best friend. ,truthful,three friends of the deceased who were standing right next to him testified and said this is not the guy who shot our best friend,friend deceased stand right testify say guy shoot good friend
trial_truth_009.txt,"I mean, it pops right upon the screen if you got you gmail open. and so somebody says, you know, hi, pops right up and, you can reply and you can also carry on the conversation while you are doing other things. But I mean it’s kind of like a text message back and forth that’s immediate you both responding right away. And sometimes you are even responding the things that 2 or 3 questions away, you know.",truthful,i mean it pops right upon the screen if you got you gmail open and so somebody says you know hi pops right up and you can reply and you can also carry on the conversation while you are doing other things but i mean it ’s kind of like a text message back and forth that ’s immediate you both responding right away and sometimes you are even responding the things that 2 or 3 questions away you know,mean pop right screen get gmail open somebody say know hi pop right reply carry conversation thing mean kind like text message forth immediate respond right away respond thing 2 3 question away know
trial_truth_021.txt,"To me it's, it's, it's,it's hard to ... swallow because I know I hadn't done anything, and I wasn't a sexual predator. ",truthful,to me it 's it 's it's it 's hard to swallow because i know i had n't done anything and i was n't a sexual predator,hard swallow know sexual predator
trial_truth_022.txt,"My name is Marvin L. Anderson um ... and  I was born in Genova, Virginia. Um ... In 1982 I went to trial and was convicted for two counts of rape, sodomy, robery and abduction. Um ... I was sentenced to this total sentence of two hundred and ten years. I spent 15 years in prision and five years on parole before I was exonerated in two thousand. ",truthful,my name is marvin l. anderson um and i was born in genova virginia um in 1982 i went to trial and was convicted for two counts of rape sodomy robery and abduction um i was sentenced to this total sentence of two hundred and ten years i spent 15 years in prision and five years on parole before i was exonerated in two thousand,marvin l. anderson um bear genova virginia um 1982 go trial convict count rape sodomy robery abduction um sentence total sentence year spend 15 year prision year parole exonerate thousand
trial_truth_019.txt,"Served twelve years in the Texas prison on a life sentence before I was ammm ... exonerated through DNA evidence and through the real perpetrator's, the real murderer's confession. ",truthful,served twelve years in the texas prison on a life sentence before i was ammm exonerated through dna evidence and through the real perpetrator 's the real murderer 's confession,serve year texas prison life sentence ammm exonerate dna evidence real perpetrator real murderer confession
trial_truth_020.txt,"Ahhh ... a lot of people don't value the freedom until it's gone and then when you get it back, it's like you value it a lot more.",truthful,ahhh a lot of people do n't value the freedom until it 's gone and then when you get it back it 's like you value it a lot more,ahhh lot people value freedom go like value lot
trial_truth_018.txt,"So I answered the questions as much as I could. What I knew, but I knew nothing about those murder and rape.",truthful,so i answered the questions as much as i could what i knew but i knew nothing about those murder and rape,answer question know know murder rape
trial_truth_024.txt,"I was sentenced to forty to sixty years in prision for this crime that I didn't commit. At the trial the judge had exceded the sentence guidelines because he said I failed to show remorse. And I told him, you know, I felt terrible for what happen to this woman, shoudn't happen to anyone, but I can't show remorse for somethig I didn't do.",truthful,i was sentenced to forty to sixty years in prision for this crime that i did n't commit at the trial the judge had exceded the sentence guidelines because he said i failed to show remorse and i told him you know i felt terrible for what happen to this woman shoudn't happen to anyone but i ca n't show remorse for somethig i did n't do,sentence year prision crime commit trial judge excede sentence guideline say fail remorse tell know feel terrible happen woman shoudn't happen remorse somethig
trial_truth_023.txt,"I was convicted the following year and sentenced to forty years in prision. This last year July six, I was exonarated after serving twently two years by DNA evidence with the help of the innocence project, who was able to locate evidence in my case, have it  tested, and the test prove that I hadn't committed the crime. ",truthful,i was convicted the following year and sentenced to forty years in prision this last year july six i was exonarated after serving twently two years by dna evidence with the help of the innocence project who was able to locate evidence in my case have it tested and the test prove that i had n't committed the crime,convict follow year sentence year prision year july exonarate serve twently year dna evidence help innocence project able locate evidence case test test prove commit crime
trial_truth_017.txt,And I am gonna go forward with this ... because I know I had nothing to do with this crime.,truthful,and i am gon na go forward with this because i know i had nothing to do with this crime,go to forward know crime
trial_truth_034.txt,"We proceeded to step back into the living room in front of the fireplace while William was sitting in the love seat. And he was still sitting there in shock and so they to repeatedly tell him to get down on the ground. And so now all three of us are face down on the wood floor and they just tell us “don’t look, don’t look” And then they started rummaging through the house to find stuff. They just asked- they asked who else was in the house and we didn’t say anything. We said “no one”",truthful,we proceeded to step back into the living room in front of the fireplace while william was sitting in the love seat and he was still sitting there in shock and so they to repeatedly tell him to get down on the ground and so now all three of us are face down on the wood floor and they just tell us do n’t look do n’t look and then they started rummaging through the house to find stuff they just asked- they asked who else was in the house and we did n’t say anything we said no one,proceed step living room fireplace william sit love seat sit shock repeatedly tell ground face wood floor tell look look start rummage house find stuff asked- ask house say
trial_truth_027.txt,"It was wonderful. I, I mean, I came from Ukraine. I always dreamed of a family like the Belcanies when I was first adopted. My mom was just wonderful. It was exactly what I dreamed of. Just perfect. I took ballet. I went to school. I had a wonderful family. It was perfect.",truthful,it was wonderful i i mean i came from ukraine i always dreamed of a family like the belcanies when i was first adopted my mom was just wonderful it was exactly what i dreamed of just perfect i took ballet i went to school i had a wonderful family it was perfect,wonderful mean come ukraine dream family like belcanie adopt mom wonderful exactly dream perfect take ballet go school wonderful family perfect
trial_truth_029.txt,Yes I was in my kitchen getting ready. The light was on. I heard a little bloop bloop to the back um garbage can and then turned. And somebody was ringing the doorbell with blood dripping down of their head and screaming they'd been shot.,truthful,yes i was in my kitchen getting ready the light was on i heard a little bloop bloop to the back um garbage can and then turned and somebody was ringing the doorbell with blood dripping down of their head and screaming they 'd been shot,yes kitchen get ready light hear little bloop bloop um garbage turn somebody ring doorbell blood drip head scream shoot
trial_truth_026.txt,"Why didn't I understand my rights? Well, I'm not a coward. Do you get what I'm saying? All I know is this: My son is eight years old right now. He's going to forget a lot about me. Okay? When he'll look back at all this media cover from this bottle feeders I don't want him to see that I stood here like a coward. I did what I did, and I did what I did for my baby, period. He's going to see me standing up taking my responsability. I will happily do life in prison for my child, that's period. So, I don't understand what's... what, what other paper work is that to do...",truthful,why did n't i understand my rights well i 'm not a coward do you get what i 'm saying all i know is this my son is eight years old right now he 's going to forget a lot about me okay when he 'll look back at all this media cover from this bottle feeders i do n't want him to see that i stood here like a coward i did what i did and i did what i did for my baby period he 's going to see me standing up taking my responsability i will happily do life in prison for my child that 's period so i do n't understand what 's what what other paper work is that to do,understand right m coward m say know son year old right go forget lot okay look medium cover bottle feeder want stand like coward baby period go stand take responsability happily life prison child period understand paper work
trial_truth_028.txt,"I ... It was while back but I believe, I did. I ask hm ... I asked about the battery, it will take time for battery to charge, You won't be able to use it out of the box. So, by that time that's when I asked she would like one that is corded.",truthful,i it was while back but i believe i did i ask hm i asked about the battery it will take time for battery to charge you wo n't be able to use it out of the box so by that time that 's when i asked she would like one that is corded,believe ask hm ask battery time battery charge will able use box time ask like cord
trial_truth_031.txt,"...and there we saw there was a-a man on the ground and they (inaudible) bleeding from the back of his head, and by that time I was trying to call 9-1-1,and they were(sigh)transferring me or something. I was like, “Don’t transfer me!  Don’t transfer me!”  and yes I did.",truthful,"and there we saw there was a a man on the ground and they inaudible bleeding from the back of his head and by that time i was trying to call 9 1 1,and they were(sigh)transferring me or something i was like do n’t transfer me do n’t transfer me and yes i did","see man ground inaudible bleed head time try 9 1 1,and were(sigh)transferre like transfer transfer yes"
trial_truth_030.txt,"I started the investigation similarly to how I start all my, um, investigations as I, I have a, uh, what's called a primary briefing, where all of my assisting, uh, detectives and, uh, criminalistics detectives, the scientific portion of the investigation, as well as, um, members of the command staff once everyone's present and all the representatives there are from OMI, the district attorney's office. Uh, we get everybody together. Um, in this particular instance there was so many of us, uh, we did it inside the garage of, uh, Alexander Fixton's house. He was not present for any of the briefings but, he allowed us to use his, uh, garage. And uh, that's what started off the investigation, is I was, um, briefed up on some officers that were there on scene just so I could get a lay of the land, figure out kind of, uh, you know, a summary of what happened.",truthful,i started the investigation similarly to how i start all my um investigations as i i have a uh what 's called a primary briefing where all of my assisting uh detectives and uh criminalistics detectives the scientific portion of the investigation as well as um members of the command staff once everyone 's present and all the representatives there are from omi the district attorney 's office uh we get everybody together um in this particular instance there was so many of us uh we did it inside the garage of uh alexander fixton 's house he was not present for any of the briefings but he allowed us to use his uh garage and uh that 's what started off the investigation is i was um briefed up on some officers that were there on scene just so i could get a lay of the land figure out kind of uh you know a summary of what happened,start investigation similarly start um investigation uh call primary briefing assist uh detective uh criminalistic detective scientific portion investigation um member command staff present representative omi district attorney office uh everybody um particular instance uh inside garage uh alexander fixton house present briefing allow use uh garage uh start investigation um brief officer scene lay land figure kind uh know summary happen
trial_truth_035.txt,"and that's when one of them had a pointed gun towards my face and just said \step back this is not a game get on the ground\"" ahhh  the facial features and the hair umm the cornrows that was what bernard had i remember the cornrows  and the slashes and the best mens eyebrows""",truthful,and that 's when one of them had a pointed gun towards my face and just said \step back this is not a game get on the ground\ ahhh the facial features and the hair umm the cornrows that was what bernard had i remember the cornrows and the slashes and the best mens eyebrows,point gun face say \step game ground\ ahhh facial feature hair umm cornrow bernard remember cornrow slash good men eyebrow
trial_truth_025.txt,"If this corrections aren't made in our system, its gonna happen to someone that you know. Trust me, its gonna happen, and I don't want ... I don't want anywhone to go through what I or my family have to go through. Because we went through the hell and back, and nobody in this country should have to suffer like that and I'll do my best to make sure this is not gonna happen to anyone else.",truthful,if this corrections are n't made in our system its gon na happen to someone that you know trust me its gon na happen and i do n't want i do n't want anywhone to go through what i or my family have to go through because we went through the hell and back and nobody in this country should have to suffer like that and i 'll do my best to make sure this is not gon na happen to anyone else,correction system go to happen know trust go to happen want want anywhone family go hell country suffer like good sure go to happen
trial_truth_033.txt,There was two black males standing at the door in what looked like just tee shirts and basketball shorts.  Yes. They pull out two pistols in my brother's face and told us to get back in the house and get the fuck on the ground.,truthful,there was two black males standing at the door in what looked like just tee shirts and basketball shorts yes they pull out two pistols in my brother 's face and told us to get back in the house and get the fuck on the ground,black male stand door look like tee shirt basketball short yes pull pistol brother face tell house fuck ground
trial_truth_032.txt,"And she told me she was, as well. I did when I finally it was, it was still dark so I finally shown my flashlight at her. Um, cause she had mentioned that she'd been shot in the head and I could tell that her hair was soaked in blood. Um, at least one other officer, ah, arrived with me on Butterfly Creek. And then ah, once we figured out that the actual incident happened on Bernardino the rest of the officers, ah, went to that residence.",truthful,and she told me she was as well i did when i finally it was it was still dark so i finally shown my flashlight at her um cause she had mentioned that she 'd been shot in the head and i could tell that her hair was soaked in blood um at least one other officer ah arrived with me on butterfly creek and then ah once we figured out that the actual incident happened on bernardino the rest of the officers ah went to that residence,tell finally dark finally show flashlight um cause mention shoot head tell hair soak blood um officer ah arrive butterfly creek ah figure actual incident happen bernardino rest officer ah go residence
trial_truth_043.txt,"Other tactical officers that were already at the scene were deployed on the inner perimeter already.  Um, again Officer Purdue had already deployed in a high-ground position, and so the next two that walked up, Officer Perez, Officer Ramon Hernelez, walked up, and I was going to send both of those individuals up to where Officer Weimerskirtz was requesting additional manpower.",truthful,other tactical officers that were already at the scene were deployed on the inner perimeter already um again officer purdue had already deployed in a high ground position and so the next two that walked up officer perez officer ramon hernelez walked up and i was going to send both of those individuals up to where officer weimerskirtz was requesting additional manpower,tactical officer scene deploy inner perimeter um officer purdue deploy high ground position walk officer perez officer ramon hernelez walk go send individual officer weimerskirtz request additional manpower
trial_truth_044.txt,"Um, I remember they were going in and out of the basements. I remember when the like, young ladies um fell down in the kitchen because she was so intoxicated she couldn’t walk. Um, me and my staff, one of my staff members actually made a comment about that. Um, and that’s all the only other time I remember seeing them. ",truthful,um i remember they were going in and out of the basements i remember when the like young ladies um fell down in the kitchen because she was so intoxicated she could n’t walk um me and my staff one of my staff members actually made a comment about that um and that ’s all the only other time i remember seeing them,um remember go basement remember like young lady um fall kitchen intoxicated walk um staff staff member actually comment um time remember see
trial_truth_036.txt,ummm they started to while they go as on the ground first and then they  started just asking questions. where is the stash where is the girls house ummm they started asking for a name which i had no idea what they were talking about and then they really just started asking  for it like the girls house and said that I  will ask you three  one more time or  two more times or something like that and then  they just preceded getting us on the ground and then  kind of going through  the house and looking for anything of value because we didn't have what they were looking for. ,truthful,ummm they started to while they go as on the ground first and then they started just asking questions where is the stash where is the girls house ummm they started asking for a name which i had no idea what they were talking about and then they really just started asking for it like the girls house and said that i will ask you three one more time or two more times or something like that and then they just preceded getting us on the ground and then kind of going through the house and looking for anything of value because we did n't have what they were looking for,ummm start ground start ask question stash girls house ummm start ask idea talk start ask like girl house say ask time time like precede get ground kind go house look value look
trial_truth_037.txt,"Were several investigators on the scene, and... um once we were there executing the warrant, the search warrant we took um ... rooms in the house and I actually took um, the room to the right as you walk into, walk out of the living room which was um, Jonathan's room. ",truthful,were several investigators on the scene and um once we were there executing the warrant the search warrant we took um rooms in the house and i actually took um the room to the right as you walk into walk out of the living room which was um jonathan 's room,investigator scene um execute warrant search warrant take um room house actually take um room right walk walk living room um jonathan room
trial_truth_039.txt,"When interviewed by police, Mathew Hood stated that Jamie Hood called him and asked him to pick Him up at Mc Donald's. He did so. Jamie was at Mc Donald's with his parents. Jamie asked Mathew to take him to his cousins Tobarris's house to change, Mathew did not know why. Mathew Hood and Jamie Hood left the Mc Donald's. ",truthful,when interviewed by police mathew hood stated that jamie hood called him and asked him to pick him up at mc donald 's he did so jamie was at mc donald 's with his parents jamie asked mathew to take him to his cousins tobarris 's house to change mathew did not know why mathew hood and jamie hood left the mc donald 's,interview police mathew hood state jamie hood call ask pick mc donald jamie mc donald parent jamie ask mathew cousin tobarris house change mathew know mathew hood jamie hood leave mc donald
trial_truth_042.txt,"As, from what my recollection, is I saw him pull out the two knives and then they go back. I'm, I'm going down. And all I can see is basically from my vantage point is his feet is just turning into what appears to be possibly to the to the east. I at that point I just looking at his feet so I'm assuming he was turning and went down to the ground.",truthful,as from what my recollection is i saw him pull out the two knives and then they go back i 'm i 'm going down and all i can see is basically from my vantage point is his feet is just turning into what appears to be possibly to the to the east i at that point i just looking at his feet so i 'm assuming he was turning and went down to the ground,recollection see pull knife m m go basically vantage point foot turn appear possibly east point look foot m assume turn go ground
trial_truth_038.txt,"Next thing I remember is, uh, both of them coming into the house, um, pulling the guns out of their waistband, and telling all of us to get on Effing floor. Uh, Just two:  Nolan and ",truthful,next thing i remember is uh both of them coming into the house um pulling the guns out of their waistband and telling all of us to get on effing floor uh just two nolan and,thing remember uh come house um pull gun waistband tell eff floor uh nolan
trial_truth_041.txt,"Um, I put on my soft body armor and put on, um, in the Repeat Offender Project we had hard body armor, uh, for, which was good for rifle rounds. So, it was augmented body armor. So I put that on. Um, I changed my glasses when I noticed the time of day. So, I changed the glasses from, um, my sunglasses to, uh, clear lenses, to have eye protection. Uh, got my department rifle, insured that I had my department rifle and my taser shotgun, and, um, made sure my body armor had the recording devices on it.",truthful,um i put on my soft body armor and put on um in the repeat offender project we had hard body armor uh for which was good for rifle rounds so it was augmented body armor so i put that on um i changed my glasses when i noticed the time of day so i changed the glasses from um my sunglasses to uh clear lenses to have eye protection uh got my department rifle insured that i had my department rifle and my taser shotgun and um made sure my body armor had the recording devices on it,um soft body armor um repeat offender project hard body armor uh good rifle round augment body armor um change glass notice time day change glass um sunglass uh clear lense eye protection uh get department rifle insure department rifle taser shotgun um sure body armor recording device
trial_truth_040.txt,"Um...well I remember I heard a shot after that. Um...and I remember getting under the vehicle...and...I fell on the ground. And um that's when SPO Jerry Johnson, I heard him come up.",truthful,um well i remember i heard a shot after that um and i remember getting under the vehicle and i fell on the ground and um that 's when spo jerry johnson i heard him come up,um remember hear shot um remember get vehicle fall ground um spo jerry johnson hear come
trial_truth_050.txt,"At that time on December nineteenth we were also looking for some missing items. Uh, such as, uh, badge and a gun. And we, uh, we started driving up and down, you know, and through new castle. Um, we went on foot a couple times. Um, through New Castle Road and through Stadium Drive to look for, like, a badge or gun or any other evidence.",truthful,at that time on december nineteenth we were also looking for some missing items uh such as uh badge and a gun and we uh we started driving up and down you know and through new castle um we went on foot a couple times um through new castle road and through stadium drive to look for like a badge or gun or any other evidence,time december nineteenth look missing item uh uh badge gun uh start drive know new castle um go foot couple time um new castle road stadium drive look like badge gun evidence
trial_truth_052.txt,"Five of the items had ... were first taken through the serology process, because they needed to determine what type of DNA is present. The reason being is if sperm cells are identified, we have to take them through a process where we then... we call it a differential separation where we are trying to separate the sperm cells from all of the epithelial cells. ",truthful,five of the items had were first taken through the serology process because they needed to determine what type of dna is present the reason being is if sperm cells are identified we have to take them through a process where we then we call it a differential separation where we are trying to separate the sperm cells from all of the epithelial cells,item take serology process need determine type dna present reason sperm cell identify process differential separation try separate sperm cell epithelial cell
trial_truth_045.txt,"Um, my daughter and ah, Nicole have been friends for a long time. Ah, pretty much cause they were both lifers for the class of 2005. And um, I had actually taught Nicole sophomore English. And Nicole and Megan had been in the band together for, I think, from like 7th to 10th grade. And um, no excuse me, basketball from 7th to 10th. And then in the band together from 4th through 12th.",truthful,um my daughter and ah nicole have been friends for a long time ah pretty much cause they were both lifers for the class of 2005 and um i had actually taught nicole sophomore english and nicole and megan had been in the band together for i think from like 7th to 10th grade and um no excuse me basketball from 7th to 10th and then in the band together from 4th through 12th,um daughter ah nicole friend long time ah pretty cause lifer class 2005 um actually teach nicole sophomore english nicole megan band think like 7th 10th grade um excuse basketball 7th 10th band 4th 12th
trial_truth_053.txt,"They were good um he treated me with respect he loved me um he would like I have degenerative disc disease in my neck so he would bring a pillow in the bathroom and put it behind my head so that my neck wouldn't hurt. Um... he um... he would always ask me how I was doing you know always want to talk to me he always called me \baby\"" and said he loved me. He used to tell me he loved me all the time.""",truthful,they were good um he treated me with respect he loved me um he would like i have degenerative disc disease in my neck so he would bring a pillow in the bathroom and put it behind my head so that my neck would n't hurt um he um he would always ask me how i was doing you know always want to talk to me he always called me \baby\ and said he loved me he used to tell me he loved me all the time,good um treat respect love um like degenerative disc disease neck bring pillow bathroom head neck hurt um um ask know want talk call \baby\ say love tell love time
trial_truth_054.txt,"Psychologists once explained to me that society had this need to umm persecute people. They get some sort of gratification from it, so there might be something going on there. Umm beside that I, I don't really -- it's so convoluted that we could talk for hours on that. But umm it just is what it is.",truthful,psychologists once explained to me that society had this need to umm persecute people they get some sort of gratification from it so there might be something going on there umm beside that i i do n't really it 's so convoluted that we could talk for hours on that but umm it just is what it is,psychologist explain society need umm persecute people sort gratification go umm convoluted talk hour umm
trial_truth_049.txt,"A. She felt very safe there. B. Angela, the great aunt felt very committed to her well being, um and C. She needs stability permanency and safety in order to be able to heal and recover and it was clear just in the time that Gabby had spent at Angela's that she was receiving that at her aunt and her uncle. ",truthful,a. she felt very safe there b. angela the great aunt felt very committed to her well being um and c. she needs stability permanency and safety in order to be able to heal and recover and it was clear just in the time that gabby had spent at angela 's that she was receiving that at her aunt and her uncle,a. feel safe b. angela great aunt feel committed um c. need stability permanency safety order able heal recover clear time gabby spend angela receive aunt uncle
