File Name,Transcript,Label
trial_truth_011.txt,"We talked about the same kind of books we liked to read, I mean, Atlas Shrugged, Thinking Girl Rich, How to Win Friends and Influence People, we had a lot of the same interests, she was a great conversationalist on the phone, we just had a lot in common, when I first met her, she's a business woman at a national convention, an entrepreneur, so I thought that was an attractive traits, all those things, it sounded like somebody I wanted to get to know",truthful
trial_truth_013.txt,I was under the assumption that it’s long time ago. I didn’t know if it was six months ago or two years ago. I really didn’t know. And yeah I didn’t try to pry too much in that relationship. But I felt like it was ... just ... yeah I didn’t know how long it was.,truthful
trial_truth_012.txt,"I don’t think too often, cause usually we just call each other. We would be texting. If we are both by a computer when you are on gmail, you can kind of see your contacts and who’s actually online. And I think at one point, she wrote ‘hi this is the text’, and I was online and I responded back to him that we started kind of just talking that way ",truthful
trial_truth_010.txt,"yeah. I, maybe three months in the business, I was struggling, not doing so well. I was even thinking about quitting. And then at some point Alexander was flown into town as a guest speaker for solid city market. And I attended that training and I was inspired by him. It kind of changed my business around. And that was the only encounter with him personally. And so I just, I kept going and did much better after that.",truthful
trial_truth_016.txt,Three friends of the deceased who were standing right next to him testified and said ... this is not the guy who shot our best friend. ,truthful
trial_truth_009.txt,"I mean, it pops right upon the screen if you got you gmail open. and so somebody says, you know, hi, pops right up and, you can reply and you can also carry on the conversation while you are doing other things. But I mean it’s kind of like a text message back and forth that’s immediate you both responding right away. And sometimes you are even responding the things that 2 or 3 questions away, you know.",truthful
trial_truth_021.txt,"To me it's, it's, it's,it's hard to ... swallow because I know I hadn't done anything, and I wasn't a sexual predator. ",truthful
trial_truth_022.txt,"My name is Marvin L. Anderson um ... and  I was born in Genova, Virginia. Um ... In 1982 I went to trial and was convicted for two counts of rape, sodomy, robery and abduction. Um ... I was sentenced to this total sentence of two hundred and ten years. I spent 15 years in prision and five years on parole before I was exonerated in two thousand. ",truthful
trial_truth_019.txt,"Served twelve years in the Texas prison on a life sentence before I was ammm ... exonerated through DNA evidence and through the real perpetrator's, the real murderer's confession. ",truthful
trial_truth_020.txt,"Ahhh ... a lot of people don't value the freedom until it's gone and then when you get it back, it's like you value it a lot more.",truthful
trial_truth_018.txt,"So I answered the questions as much as I could. What I knew, but I knew nothing about those murder and rape.",truthful
trial_truth_024.txt,"I was sentenced to forty to sixty years in prision for this crime that I didn't commit. At the trial the judge had exceded the sentence guidelines because he said I failed to show remorse. And I told him, you know, I felt terrible for what happen to this woman, shoudn't happen to anyone, but I can't show remorse for somethig I didn't do.",truthful
trial_truth_023.txt,"I was convicted the following year and sentenced to forty years in prision. This last year July six, I was exonarated after serving twently two years by DNA evidence with the help of the innocence project, who was able to locate evidence in my case, have it  tested, and the test prove that I hadn't committed the crime. ",truthful
trial_truth_017.txt,And I am gonna go forward with this ... because I know I had nothing to do with this crime.,truthful
trial_truth_034.txt,"We proceeded to step back into the living room in front of the fireplace while William was sitting in the love seat. And he was still sitting there in shock and so they to repeatedly tell him to get down on the ground. And so now all three of us are face down on the wood floor and they just tell us “don’t look, don’t look” And then they started rummaging through the house to find stuff. They just asked- they asked who else was in the house and we didn’t say anything. We said “no one”",truthful
trial_truth_027.txt,"It was wonderful. I, I mean, I came from Ukraine. I always dreamed of a family like the Belcanies when I was first adopted. My mom was just wonderful. It was exactly what I dreamed of. Just perfect. I took ballet. I went to school. I had a wonderful family. It was perfect.",truthful
trial_truth_029.txt,Yes I was in my kitchen getting ready. The light was on. I heard a little bloop bloop to the back um garbage can and then turned. And somebody was ringing the doorbell with blood dripping down of their head and screaming they'd been shot.,truthful
trial_truth_026.txt,"Why didn't I understand my rights? Well, I'm not a coward. Do you get what I'm saying? All I know is this: My son is eight years old right now. He's going to forget a lot about me. Okay? When he'll look back at all this media cover from this bottle feeders I don't want him to see that I stood here like a coward. I did what I did, and I did what I did for my baby, period. He's going to see me standing up taking my responsability. I will happily do life in prison for my child, that's period. So, I don't understand what's... what, what other paper work is that to do...",truthful
trial_truth_028.txt,"I ... It was while back but I believe, I did. I ask hm ... I asked about the battery, it will take time for battery to charge, You won't be able to use it out of the box. So, by that time that's when I asked she would like one that is corded.",truthful
trial_truth_031.txt,"...and there we saw there was a-a man on the ground and they (inaudible) bleeding from the back of his head, and by that time I was trying to call 9-1-1,and they were(sigh)transferring me or something. I was like, “Don’t transfer me!  Don’t transfer me!”  and yes I did.",truthful
trial_truth_030.txt,"I started the investigation similarly to how I start all my, um, investigations as I, I have a, uh, what's called a primary briefing, where all of my assisting, uh, detectives and, uh, criminalistics detectives, the scientific portion of the investigation, as well as, um, members of the command staff once everyone's present and all the representatives there are from OMI, the district attorney's office. Uh, we get everybody together. Um, in this particular instance there was so many of us, uh, we did it inside the garage of, uh, Alexander Fixton's house. He was not present for any of the briefings but, he allowed us to use his, uh, garage. And uh, that's what started off the investigation, is I was, um, briefed up on some officers that were there on scene just so I could get a lay of the land, figure out kind of, uh, you know, a summary of what happened.",truthful
trial_truth_035.txt,"and that's when one of them had a pointed gun towards my face and just said \step back this is not a game get on the ground\"" ahhh  the facial features and the hair umm the cornrows that was what bernard had i remember the cornrows  and the slashes and the best mens eyebrows""",truthful
trial_truth_025.txt,"If this corrections aren't made in our system, its gonna happen to someone that you know. Trust me, its gonna happen, and I don't want ... I don't want anywhone to go through what I or my family have to go through. Because we went through the hell and back, and nobody in this country should have to suffer like that and I'll do my best to make sure this is not gonna happen to anyone else.",truthful
trial_truth_033.txt,There was two black males standing at the door in what looked like just tee shirts and basketball shorts.  Yes. They pull out two pistols in my brother's face and told us to get back in the house and get the fuck on the ground.,truthful
trial_truth_032.txt,"And she told me she was, as well. I did when I finally it was, it was still dark so I finally shown my flashlight at her. Um, cause she had mentioned that she'd been shot in the head and I could tell that her hair was soaked in blood. Um, at least one other officer, ah, arrived with me on Butterfly Creek. And then ah, once we figured out that the actual incident happened on Bernardino the rest of the officers, ah, went to that residence.",truthful
trial_truth_043.txt,"Other tactical officers that were already at the scene were deployed on the inner perimeter already.  Um, again Officer Purdue had already deployed in a high-ground position, and so the next two that walked up, Officer Perez, Officer Ramon Hernelez, walked up, and I was going to send both of those individuals up to where Officer Weimerskirtz was requesting additional manpower.",truthful
trial_truth_044.txt,"Um, I remember they were going in and out of the basements. I remember when the like, young ladies um fell down in the kitchen because she was so intoxicated she couldn’t walk. Um, me and my staff, one of my staff members actually made a comment about that. Um, and that’s all the only other time I remember seeing them. ",truthful
trial_truth_036.txt,ummm they started to while they go as on the ground first and then they  started just asking questions. where is the stash where is the girls house ummm they started asking for a name which i had no idea what they were talking about and then they really just started asking  for it like the girls house and said that I  will ask you three  one more time or  two more times or something like that and then  they just preceded getting us on the ground and then  kind of going through  the house and looking for anything of value because we didn't have what they were looking for. ,truthful
trial_truth_037.txt,"Were several investigators on the scene, and... um once we were there executing the warrant, the search warrant we took um ... rooms in the house and I actually took um, the room to the right as you walk into, walk out of the living room which was um, Jonathan's room. ",truthful
trial_truth_039.txt,"When interviewed by police, Mathew Hood stated that Jamie Hood called him and asked him to pick Him up at Mc Donald's. He did so. Jamie was at Mc Donald's with his parents. Jamie asked Mathew to take him to his cousins Tobarris's house to change, Mathew did not know why. Mathew Hood and Jamie Hood left the Mc Donald's. ",truthful
trial_truth_042.txt,"As, from what my recollection, is I saw him pull out the two knives and then they go back. I'm, I'm going down. And all I can see is basically from my vantage point is his feet is just turning into what appears to be possibly to the to the east. I at that point I just looking at his feet so I'm assuming he was turning and went down to the ground.",truthful
trial_truth_038.txt,"Next thing I remember is, uh, both of them coming into the house, um, pulling the guns out of their waistband, and telling all of us to get on Effing floor. Uh, Just two:  Nolan and ",truthful
trial_truth_041.txt,"Um, I put on my soft body armor and put on, um, in the Repeat Offender Project we had hard body armor, uh, for, which was good for rifle rounds. So, it was augmented body armor. So I put that on. Um, I changed my glasses when I noticed the time of day. So, I changed the glasses from, um, my sunglasses to, uh, clear lenses, to have eye protection. Uh, got my department rifle, insured that I had my department rifle and my taser shotgun, and, um, made sure my body armor had the recording devices on it.",truthful
trial_truth_040.txt,"Um...well I remember I heard a shot after that. Um...and I remember getting under the vehicle...and...I fell on the ground. And um that's when SPO Jerry Johnson, I heard him come up.",truthful
trial_truth_050.txt,"At that time on December nineteenth we were also looking for some missing items. Uh, such as, uh, badge and a gun. And we, uh, we started driving up and down, you know, and through new castle. Um, we went on foot a couple times. Um, through New Castle Road and through Stadium Drive to look for, like, a badge or gun or any other evidence.",truthful
trial_truth_052.txt,"Five of the items had ... were first taken through the serology process, because they needed to determine what type of DNA is present. The reason being is if sperm cells are identified, we have to take them through a process where we then... we call it a differential separation where we are trying to separate the sperm cells from all of the epithelial cells. ",truthful
trial_truth_045.txt,"Um, my daughter and ah, Nicole have been friends for a long time. Ah, pretty much cause they were both lifers for the class of 2005. And um, I had actually taught Nicole sophomore English. And Nicole and Megan had been in the band together for, I think, from like 7th to 10th grade. And um, no excuse me, basketball from 7th to 10th. And then in the band together from 4th through 12th.",truthful
trial_truth_053.txt,"They were good um he treated me with respect he loved me um he would like I have degenerative disc disease in my neck so he would bring a pillow in the bathroom and put it behind my head so that my neck wouldn't hurt. Um... he um... he would always ask me how I was doing you know always want to talk to me he always called me \baby\"" and said he loved me. He used to tell me he loved me all the time.""",truthful
trial_truth_054.txt,"Psychologists once explained to me that society had this need to umm persecute people. They get some sort of gratification from it, so there might be something going on there. Umm beside that I, I don't really -- it's so convoluted that we could talk for hours on that. But umm it just is what it is.",truthful
trial_truth_049.txt,"A. She felt very safe there. B. Angela, the great aunt felt very committed to her well being, um and C. She needs stability permanency and safety in order to be able to heal and recover and it was clear just in the time that Gabby had spent at Angela's that she was receiving that at her aunt and her uncle. ",truthful
trial_truth_047.txt,"asked him instinctively \so you are not going to drive anyway,  right?\"", and I said,  \""you are going to stay here, and he is going to pick you up\"",  he said, \""yes\"".  I have a personal connection with that because my grandfather was killed by a drunk driver,  so whenever comes anyone that is intoxicated that could have the possibility of driving, I was just like,  \""you not going to go anywhere\"" and so I had a moment of making sure that  he was going to stay in the vicinity, so I asked him, he said, \""yes\"". """,truthful
trial_truth_046.txt,"They were...they were at the taller (?) table there,in the walk way. Um,we were staring all over the place,looking around,taking pictures. Inside,outside,capture as much as possible and they, uh, they kind of stopped me, uh, and started talking to me, and uh, um, the two girls and the two guys that had been drinking were trying to uh,to say something to me. None of it made sense, um they were telling me how they were amazed with how many pictures that were taken,and stuff but uh, most of what they said was not really understandable. ",truthful
trial_truth_048.txt,"Um, tanbark, I started to notice some debris on the road way. I noticed some uhhh... tire marks.  Wasn't exactly exactly sure what it was. Some debris.  ahhh I started following it down and noticed some damaged to the roadway ahh then when I looked up I saw a white car i was up against the tree",truthful
trial_truth_051.txt,Woke up to a lot of pain and lot of pressure and sound of somebody moaning. And quickly realized it was Bo. And then I just shut my eyes and laid there. And that was I don't even think a decision that I consciously made. And I waited until he was done. And...he got up and he literally picked up a blanket and threw it on me.,truthful
trial_truth_056.txt,"Mmm initially ... I've never been on Twitter, I don't even know what it looks like. I just have heard about it through other people, reading about it in magazines ... Um... In 2009 somebody started a false Twitter account in my name and began tweeting, pretending they were me. So, I had that shut down. Um and then it ... it just became sort of ... an idea that I thought of in February and we decided to go for it.",truthful
trial_truth_055.txt,"Nothing that is what you typically see in a case like this, such as um a childhood where there was drugs, alcoholism, molestation, things like that. None of those things occurred in my family. Um, so, I don't know, I guess that we would sort of joke that my mom didn't beat me hard enough. So I don't really have a mitigation.",truthful
trial_truth_059.txt,"We were married for two years, and um, we divorced when she was about 10 months old. And basically, we were just too young and didn't know what marriage was supposed to be about. And so, you know, just, I knew that I wanted to go to school. He was very jealous. Um, he really didn't want me to work or go to school, or even go to the grocery store.",truthful
trial_truth_060.txt,"Yes um, Reginald and I would have like long talks and through one of our long talks, it was um late at night and it was just us two. But I guess we put ourselves in a vulnerable position and um we, we ... we slept together.",truthful
trial_truth_057.txt,"I was born in Durango, Colorado. My mother was a single mother. I have two older sisters, Karen Berry and Dory Gardner. I have one older brother. I was um quite a bit younger than all of them so I primarily grew up by myself. Um I lived back and forth in Texas and New Mexico until I was about 6 years old. At that point my mother married my step father. Um I lived, we lived in New Mexico until I was approximately in fifth grade.",truthful
trial_truth_058.txt,"Um whenever I was little, um my oldest nephew is um two years younger than I am so he and I were always very close. And so whenever I was really little i spent a lot of time with her and then whenever, um I was a freshman in high school I went and lived with her.",truthful
trial_lie_004.txt,"He had told me that he had had a dream that, ammm ...he was in a forest and that he had killed Laura, and that if I didn't help him get rid of her, that he … that I was gonna be next.",deceptive
trial_lie_007.txt,"We had some drinks at the bar, maybe one ... two. Ammm … I got onto the dance floor myself as I explained, ammm … I have been a trained dancer for some time, going to be able to dance freely is like a ... release, I'm very much in my own space when I do that and so I got up, and I was dancing alone on the dance floor. He came to join the dance floor, ahhh … did not join me necessarily on the dance floor initially, and he was also ... dancing, and then ammm ... there was a time where he reached out his hand and ... as … the defense has said twirled me around and ammm ... that's it.",deceptive
trial_lie_001.txt,No sir I did not. I absolutely did not. No sir I was not. No sir.,deceptive
trial_lie_003.txt,"No sir I was not, not at all.",deceptive
trial_lie_002.txt,"... and she approached me, and at that time that she had tripped over the rug and kind of bumped into me I was heading to the nursery, which is ammm ... I know you guys have all seen the layout, there's ahhh ... was a loveseat right there and a rocking chair right next to each other, and there's a little wall, and whenever she tripped over the rug she bumped into me and Grant approached her and grabbed her and kind of pulled her ... was pulling her back and just telling her to chill out, and she started fighting him, and whenever she did, that little wall right by the loveseat, she kicked it and whenever she did, they both went over the chair and landed on the floor, and I just went so ... I ran to the bedroom with Lily I didn't even stick around to see what happened, and when I got to the bedroom Little Grant was trying to come ... he was coming out of the door, and he asked me what that noise was and I told him that the chair fell and ... to come back into the bedroom, and ammm ... he asked where his daddy was and I told him he was picking up the chair.",deceptive
trial_lie_006.txt,"No, I didn't. The last time I saw her was whenever they fell, whenever I came out she was already in the bathroom. I never saw her ever. Whenever we got to the boat it was all covered up, honestly I didn't even know there was a middle seat until we saw the boat the other day.",deceptive
trial_lie_005.txt,"And he told me that, ammm … he was trying to figure some stuff out, and ammm … I asked him Like what? and he will … I mean I will never forget it, he was smoking a cigarette, and he was like really calm, and he looked at me and he said What would you say if I said … if I told you Laura was dead? And I was like, you know, I was like What? And … basically he told me that, ammm … the night that Laura had come over to the house, that she had died, and that whenever I left that he just panicked and freaked out, and I got … I started freaking out, and I was asking him why he didn't call the cops [stutters] … call for help like he told me he was going to, and he told me that, ammm … he got scared that he was a black man with a dead white woman and nobody was gonna believe him that it was an accident",deceptive
trial_lie_014.txt,"I think when he was choking me, my hands were free because he was over my torso, my arms were free, so I may have, tried to push him off, or , I didn’t want to injure him, I just wanted him to get off of me, but that was very quick and it didn’t last long.",deceptive
trial_lie_011.txt,"Uh, I had just been on a cruise with my husband. We hadn't been on a vacation for years, alone, without the children. (pause, clears throat) I had a project I needed to complete, and Hemy insisted it had to be completed that ... day, and so the only way in which to -- and it required his input, and the only way in which to finish it was to work on it that night",deceptive
trial_lie_010.txt,"I have no idea. Uh, I was at work so I was presumably doing work things.  I'm s-sure it was -- nope. I'm sure it was work related. There's ... it does seem coincidental but I'm sure that there was something else going on that I had to call him about. I talk to him frequently about work matters. There's ....",deceptive
trial_lie_012.txt,"I don't know, maybe ten ... nine thirty, ten, something along those lines. Might even have been slightly later.",deceptive
trial_lie_009.txt,"Ahhh ... When we got to the hotel, I remember, ammm …  sitting, er … sitting briefly on the balcony of my room, but then that was that there was no other additional time if that's what you're asking. Besides what I … just explained, no.",deceptive
trial_lie_008.txt,"Ahhh ... I didn't go to the dance club as a drinking activity, and nor did I know at the time that it was a dance club until we got in there.",deceptive
trial_lie_017.txt,"Again, it took, it took a long time, it took a long time for me to get to this point, I never  wanted to admit to this and I'd written out all of my suicide letters, I sent my note, I sent them  all in an envelope to my grandmother, do not open until Nov 10th 2008, I was hoping to be  dead by then, giving myself a little time, to get my affairs in order, that date rolled by and then  more time rolled by and I was still here, so with the evolution of just time and the years that  went by, it was a gradual process, I began to feel not right about keeping it in instead.",deceptive
trial_lie_015.txt,"Right after the shot occurred, um , we had fallen over in the bathroom again toward the  sink, the sink and garbage can area, kind of in the corner, and so he didn't chase me in that  moment, but that's where we struggled on the floor. And again as soon as I broke away, he  said \F'ing kill you Bitch\"" I don't remember a lot after that, so whether he chased me or not, I  couldn't say""",deceptive
trial_lie_013.txt,"Ah, I don't remember but evidently I, I -- I tried to call Hemy, probably to tell him that I had left the office, and that I w -- that something had happened. Which seemed -- was a very normal thing for me to have done. Was to tell my boss that I had left the office and something had happened to my husband.",deceptive
trial_lie_016.txt,"Well, what I do recall is when I filled the gas cans rather then have just a loose gas hose  somewhere I didn't have anywhere to put it, um so, I hung it up and when I  hung it up that ends the transaction, so that's probably why, I could have, you know mean, if I could of put them back in the trunk or whatever, then started the car or vise versa , um at one point, I didn't want to  ground, so I hung it up, and that ended the transaction, so that’s probably why there is more than one and maybe I was topping of the gas tank for another. ",deceptive
trial_lie_027.txt,"The lunging and the gun going off were sort of contemporanios, I don’t remember how close they were or if it happened at exactly the same moment or one right after the other, it all happened very fast, and it all seemed to happen all at once, and I would say as far as distance, maybe as far as Mr. Babbikey (sp?) is, (court reporter?) but I couldn’t say for sure with absolute certainty.",deceptive
trial_lie_023.txt,"Lying is isn't something typically I just do. I'm not going to say I've never told a lie in my life before this ... incident, but, the lies I have told in this case are can be tied directly back to either protecting Travis' reputation or my involvement in his death, in any way. Because I was very ashamed of the death, and also I wanted to edify Travis in a good way, I didn't want to de- edify him or say hateful things about him, especially now that he had passed away and also I didn't want that to be construed as ... motive, for example if he was violent with me.",deceptive
trial_lie_018.txt,"My attempt to talk to them was to present a better image of our relationship, and to downplay the negative aspects of it, like \it's not really a big deal\"" \""oh, it wasn’t that bad\"" that kinda thing, like \""oh, yeah, I knew that he did that, but that wasn't a big deal\"" um, even our arguments, oh, sure it was rocky, there was turmoil, but we were friends, so my attempt was more to present a good image of Travis, and a good image of myself and that our relationship had it's ups and downs, but we were still um, on good terms.""",deceptive
trial_lie_021.txt,"I do recall him screaming and yelling at me, um , so I don't know if that constitutes as talking, but he was saying words, the other things, I don't recall as far as being on all words, I don't.",deceptive
trial_lie_022.txt,"Well, I think that I have a good memory June 4th is an anomaly for me.  It's like I said yesterday, it's in a class of it's own. And I can't explain why, what kind of state of mind I was in, um it was, most of the day was an entire blank, and little pieces have come back, but not very many, So I can't explain that day alone but if you were, to put that day over here and over here all the other days of   memory issues that are any different from any average person.",deceptive
trial_lie_028.txt,"Well, it happened very fast, I didn’t have time to think everything just happened um, it seemed in a split second. So ... I really don’t ... I just didn’t have time to think to go this way or that way or to do this or that, it just happened without really thinking about the best move to make.",deceptive
trial_lie_025.txt,"as far as details, every detail, I just sometimes I have a general sense of what’s going on, and sometimes I don’t but as far as the fog goes, it’s more of again, words that are being spoken, or screamed or yelled, and that what processing that sort of thing, physical things I can remember because I feel them physically, I can remember what I feel internally and emotionally as well, but it’s more the words that are being spoken and their meanings, but I do remember how I feel, if that makes sense.",deceptive
trial_lie_024.txt,"So I was experiencing disorientation, I wasn’t thinking gosh, Travis’ just choked me out, I was ...  actually a thought just sort of wandered through my mind  Wheres Nepolian, in my head  so that was my thought and it didn’t really have any relation to the event, that was just a thought. I was kinda getting my bearings, um, so there is, it’s not completely clear, I just remember he had his hands around my neck, and he was banging my head on the carpet. I tried to push him off, and then it was, and then I blacked out. Really shortly after that.",deceptive
trial_lie_019.txt,"Well, again I can't, it happened so fast I did initially think Run, so I went down the hallway and then right as I got to the hallway, with the doors being shut, it just seemed like more of an obstacle it would give him more time to catch up, to open the door this way and run around it and out, when this door was an equal distance and open. I could run that way and into it. So my thought initially was to run out this door, and then around and out, but I was doing something just to create more distance, because last time I had run that same route and I was not successful in running out of the room.",deceptive
trial_lie_020.txt,"When I sort a came out of the fog, I realized \oh, crap\"" something bad had happened and I was scared to call any authority at that point.""",deceptive
trial_lie_026.txt,"I was, I believed that it’s not okay in any circumstance to take someones life even if you are defending your own life that’s how I believed it So I never really stopped to consider how society would view it. If someone is defending themselves, I just felt like I had done something wrong and I was afraid of what the consequences would be.",deceptive
trial_lie_029.txt,"it goes back to the choking incident and the fact that, when his body slammed me he was standing over me again I thought he was trying to get on top of me and even when we fell, I felt he was still trying to get on top of me by grabbing at me",deceptive
trial_lie_033.txt,"I knew it. Get them kids back there, don’t wanna look at you. I got a gun up here. Get them kids back there. They’ll flail a little bit but get them back there. Where the police, come in and shot the boy where they were gone say they were? … Well I could’ve, look at all those rounds I had. If I wanted to kill someone, I could have. I weren’t trying to kill nobody. They wasn’t no hostages, young folk scared. You see the man, he made them testify. Them folk going to jail don’t come here and say nothing on me. Oh I ain’t just mad at them because I can understand you. They scared. And it shouldn’t have to be like that. But people like that make them like that. You see he make [?] he [?]. You gone make me testify. Made him do it.",deceptive
trial_lie_034.txt,"He pushed me and I was up in his face. Definitely in his face. Pushed me, I don't know if he did it on purpose but he scratched my neck. And then he scratched my neck. I had a err...a rag t-shirt on anyway because I'd been taking care of my house. And he tore my shirt.",deceptive
trial_lie_036.txt,"... brother, sister and his children...I know that he was a fun loving Uncle and I'm ... can't continue to experience things in his life ... for a kid ... there is certainly no way to explain ... make sense of the situation and I'm truly sorry for that.",deceptive
trial_lie_035.txt,"I want to say, the prosecutor, I can't see her face but I wish I could. You disgust me. The Dorsey family disgusts me. Because how dare you say that happened to my son. You weren't there. Ya'll was never there. You were the absentee people ... always. So the Dorsey family, down to the mother, the father, to everybody- I hope ya'll live your lives well but Imma saying to my child, Gabrielle Blair, you lived well but Imma saying to 'em throughout their whole life. So live well now. You got not nothing else to say to me for I did for my child. Period.",deceptive
trial_lie_032.txt,"He said he was hungry, get something. I- there was a pizza receipt siting there. I called and ordered. When the pizza man came, it was right after Tim had been over. And when Tim was over, the guy had just stopped me. He was standing being that partially opened door Tim talked about, with a gun.",deceptive
trial_lie_037.txt,"He straddled me and he hit me and then he started choking me. I couldn't breath my umm airway was cut off, I couldn't breath. Umm my head was hurting really bad. and it it felt like my head was gonna explode",deceptive
trial_lie_030.txt,"In a sense that is correct, I remember that. Dropping the knife, screaming and that  memory came much later,   Um, but it goes blank after that. I don't remember putting the gun in the car, I don't  remember putting the rope in the car, but I have, not crystal clear, but pretty, pretty solid  memories of disposing of those. So they did go in the car obviously, but I don’t remember  placing them in the car.  ",deceptive
trial_lie_031.txt," Well ... I do know that we struggled that day, and based on logic it would have  because of how we fought . I don't know how things ended up, where they ended up. I just ",deceptive
trial_lie_049.txt,"With the word 'you' in front of it. So I would assume that 'you' would be... If I said you, you would say- you would assume it's you.",deceptive
trial_lie_039.txt,"I didn't really know her too well, I only saw her a couple of times. Not really no, I wasn't placing her face with her address. No, I didn't talk to anybody, I just lived, I would go to school and come home.  Uh, no.",deceptive
trial_lie_044.txt,"None of us. We're out there, looking for three people that were just involved in a uh shooting of another three individuals out on a street corner.",deceptive
trial_lie_047.txt,"No, not at any time. He called me some names, but that wasn't really a conversation.  It wasn't a two part conversation. ",deceptive
trial_lie_038.txt,"I was trying to say something but I couldn't talk. I tried to push him off me but he was too strong. Um all I could think about was my kids telling me \Mom, you don't go, don't go.""",deceptive
trial_lie_040.txt,"Yes, he said he did. And he told me to take care of my wounds as necessary. No he said there was several wounds. Um he advised me to take Tylenol when I get the gel and um asked him for something to put on, put on my face.",deceptive
trial_lie_046.txt,"The first time I remember Mr. Miller he was...having kinda like an argument with the officers as we were moving the people out of the area toward the street, so that they could uh block the uh sidewalk. And uh, he was being very aggressive with the officers, we didn't understand why. We just needed everybody to follow orders, we just wanted everybody's safety. I mean we just have to give the orders to step down to the street.",deceptive
trial_lie_048.txt,"He used the f word several times. Okay, I'm sorry. Let me rephrase that. He made mentioned of the f word towards me several times.  ",deceptive
trial_lie_045.txt,"We do not know about, how quote, responsible CHR's share holders are because that dataset is not available and is completely locked down. Any statements about responsible and quote law-abiding CHR are is completely anecdotal and therefore conjecture. ",deceptive
trial_lie_041.txt,"Remember, we withheld the evidence in this very important case that we want to try to get to the truth and to the bottom of. Well who says it not a criminal investigation, it's an investigation that is undetermined at this time. And uh we're just not prepared to make any assertions as to uh what the outcome is going to be until it's a full and thorough investigation.",deceptive
trial_lie_042.txt,"They found the man uh in the secure area with his luggage cart and chairs set around him. Uh they tried to do the same thing, communicate with him. Chairs went flying, he grabbed a computer off a desk and threw that. Um they just weren't getting through to this guy and the violence, again, escalating.",deceptive
trial_lie_043.txt,It didn't have an instantaneous effect and Mr. Dziekanski still had the stapler in his hand. And uh he had not gone down. Just cause I was mistaken doesn't mean I was lying. I did the best job I could at the time.,deceptive
trial_lie_058.txt,100 percent. Absolutely. 100 percent. 100 percent. Totally false. Do I have remorse? Absolutely. ,deceptive
