FAC,PERSON,ORG,GPE,LOC,WORK_OF_ART,DATE,ORDINAL,TIME,CARDINAL,PRODUCT,NORP,EVENT,LANGUAGE,QUANTITY,MONEY,Label
0.0,0.0,0.0,1.8867924528301887,0.0,0.0,0.0,0.0,1.8867924528301887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,1.4285714285714286,5.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
1.639344262295082,0.0,0.0,1.639344262295082,0.0,0.0,0.0,0.0,0.0,3.278688524590164,0.0,0.0,0.0,0.0,0.0,0.0,truthful
1.4084507042253522,0.0,0.0,0.0,0.0,0.0,0.0,1.4084507042253522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,2.127659574468085,0.0,0.0,0.0,2.127659574468085,0.0,0.0,0.0,2.127659574468085,0.0,0.0,0.0,0.0,truthful
1.0204081632653061,0.0,1.0204081632653061,3.061224489795918,1.0204081632653061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,0.8849557522123894,0.0,0.0,0.0,0.8849557522123894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,0.0,5.128205128205128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,3.571428571428571,1.7857142857142856,3.571428571428571,0.0,0.0,0.0,1.7857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,3.389830508474576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.694915254237288,0.0,0.0,0.0,0.0,truthful
2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,2.3255813953488373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,1.5151515151515151,0.0,0.0,1.5151515151515151,0.0,1.5151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,3.0927835051546393,0.0,0.0,0.0,1.0309278350515463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,2.5316455696202533,1.2658227848101267,0.0,0.0,1.2658227848101267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,2.083333333333333,0.0,0.0,2.083333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.938271604938271,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,1.0752688172043012,1.0752688172043012,0.0,0.0,0.0,1.0752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,2.1739130434782608,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
1.6129032258064515,1.6129032258064515,0.0,1.6129032258064515,3.225806451612903,0.0,0.0,1.6129032258064515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
1.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,4.040404040404041,2.0202020202020203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,0.7092198581560284,2.127659574468085,0.0,0.7092198581560284,0.7092198581560284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,3.7735849056603774,1.8867924528301887,0.0,0.0,1.8867924528301887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,1.1363636363636365,1.1363636363636365,0.0,0.0,1.1363636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,1.5384615384615385,0.0,0.0,0.0,0.0,1.5384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,3.508771929824561,0.0,0.0,0.0,0.0,0.0,1.7543859649122806,0.0,0.0,0.0,0.0,0.0,0.0,truthful
1.4705882352941175,4.411764705882353,0.0,0.0,0.0,0.0,1.4705882352941175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
1.5873015873015872,0.0,0.0,6.349206349206349,0.0,0.0,0.0,1.5873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
3.1578947368421053,0.0,0.0,2.1052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0526315789473684,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,0.0,0.0,0.0,1.4925373134328357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
2.941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,1.6129032258064515,1.6129032258064515,1.6129032258064515,0.0,0.0,3.225806451612903,0.0,0.0,0.0,1.6129032258064515,0.0,0.0,0.0,0.0,truthful
1.5151515151515151,0.0,0.0,3.0303030303030303,0.0,0.0,0.0,1.5151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
1.2048192771084338,0.0,1.2048192771084338,0.0,1.2048192771084338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.7692307692307693,0.0,0.0,3.076923076923077,0.0,0.0,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,4.166666666666666,2.083333333333333,2.083333333333333,0.0,0.0,0.0,0.0,0.0,2.083333333333333,0.0,0.0,0.0,0.0,0.0,truthful
0.0,2.564102564102564,0.0,1.282051282051282,1.282051282051282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,4.3478260869565215,2.1739130434782608,0.0,0.0,0.0,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,truthful
1.3513513513513513,0.0,1.3513513513513513,4.054054054054054,0.0,0.0,0.0,1.3513513513513513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,1.0309278350515463,2.0618556701030926,0.0,0.0,1.0309278350515463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,2.9850746268656714,1.4925373134328357,0.0,0.0,1.4925373134328357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
4.3478260869565215,0.0,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,3.571428571428571,1.1904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,3.571428571428571,0.0,0.0,1.7857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,0.9009009009009009,0.9009009009009009,0.0,0.0,1.8018018018018018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
2.380952380952381,0.0,0.0,2.380952380952381,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,2.2222222222222223,0.0,0.0,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,1.7241379310344827,1.7241379310344827,0.0,0.0,0.0,0.0,0.0,0.0,1.7241379310344827,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,1.5151515151515151,1.5151515151515151,0.0,0.0,1.5151515151515151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,2.9850746268656714,0.0,0.0,0.0,1.4925373134328357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,0.0,0.0,0.0,2.0408163265306123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,4.761904761904762,0.0,7.142857142857142,0.0,0.0,0.0,2.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,1.5873015873015872,0.0,1.5873015873015872,0.0,0.0,1.5873015873015872,1.5873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,2.941176470588235,0.0,0.0,0.0,1.4705882352941175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
1.6129032258064515,0.0,0.0,1.6129032258064515,0.0,0.0,0.0,1.6129032258064515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
1.3888888888888888,1.3888888888888888,0.0,1.3888888888888888,1.3888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
1.8867924528301887,0.0,1.8867924528301887,1.8867924528301887,0.0,0.0,0.0,1.8867924528301887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,1.694915254237288,1.694915254237288,8.47457627118644,0.0,0.0,0.0,1.694915254237288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,8.064516129032258,1.6129032258064515,0.0,0.0,0.0,1.6129032258064515,0.0,0.0,1.6129032258064515,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,1.9230769230769231,1.9230769230769231,0.0,0.0,0.0,0.0,1.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.225806451612903,0.0,0.0,0.0,0.0,truthful
1.7857142857142856,0.0,0.0,1.7857142857142856,1.7857142857142856,0.0,0.0,1.7857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,3.4482758620689653,8.620689655172415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,1.36986301369863,0.0,0.0,0.0,1.36986301369863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,4.878048780487805,0.0,0.0,2.4390243902439024,0.0,0.0,2.4390243902439024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
2.083333333333333,0.0,0.0,4.166666666666666,0.0,0.0,0.0,2.083333333333333,0.0,0.0,0.0,2.083333333333333,0.0,0.0,0.0,0.0,truthful
0.0,0.0,6.666666666666667,2.2222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,0.0,1.9607843137254901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,1.3513513513513513,1.3513513513513513,0.0,0.0,0.0,0.0,1.3513513513513513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,1.3888888888888888,0.0,1.3888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,2.127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
1.1627906976744187,0.0,0.0,1.1627906976744187,1.1627906976744187,0.0,0.0,1.1627906976744187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
1.8181818181818181,3.6363636363636362,1.8181818181818181,3.6363636363636362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.7633587786259541,1.5267175572519083,0.0,0.0,0.0,0.7633587786259541,0.0,1.5267175572519083,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,1.9607843137254901,1.9607843137254901,0.0,1.9607843137254901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
3.1746031746031744,0.0,0.0,0.0,1.5873015873015872,0.0,0.0,1.5873015873015872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.9009009009009009,0.0,0.0,3.6036036036036037,0.9009009009009009,0.0,0.0,0.0,0.0,0.0,0.0,0.9009009009009009,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
2.3255813953488373,1.1627906976744187,0.0,1.1627906976744187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3255813953488373,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,5.0,3.3333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,truthful
1.1627906976744187,0.0,0.0,2.3255813953488373,0.0,0.0,0.0,1.1627906976744187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
2.941176470588235,2.941176470588235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,3.3707865168539324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,1.1235955056179776,0.0,0.0,0.0,2.247191011235955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,truthful
2.272727272727273,0.0,0.0,4.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.272727272727273,0.0,0.0,0.0,truthful
0.0,0.0,0.0,3.0303030303030303,2.0202020202020203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,1.8867924528301887,0.0,3.7735849056603774,3.7735849056603774,0.0,0.0,0.0,0.0,0.0,1.8867924528301887,0.0,0.0,0.0,0.0,0.0,truthful
3.0303030303030303,0.0,0.0,2.0202020202020203,0.0,0.0,0.0,1.0101010101010102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,1.2345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2345679012345678,0.0,0.0,0.0,0.0,truthful
1.7857142857142856,0.0,0.0,0.0,1.7857142857142856,0.0,0.0,1.7857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,3.5294117647058822,0.0,0.0,1.1764705882352942,0.0,1.1764705882352942,0.0,0.0,2.3529411764705883,0.0,0.0,0.0,0.0,truthful
0.0,0.0,0.0,2.564102564102564,0.8547008547008548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
2.1739130434782608,0.0,2.1739130434782608,2.1739130434782608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
2.272727272727273,0.0,0.0,6.8181818181818175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
1.5625,0.0,1.5625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,truthful
