File Name,Speaker ID,Transcript,Label,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
New Recording 100.m4a.d6f8cade-aca6-47f0-b66d-257e36dce844.Transcript.txt,11,Miami. West Sunshine Paradise warm sand between my tools check ice water lapping at the shore. Under sound of palm trees swaying in the breeze. I spent my days swimming son button and trying my hand or surfing. It was the ultimate Beach vacation Pew relaxation under the Florida.,truthful,1,58,93.52,9.86,95.69,99,9.67,25.86,77.59,50,31.03,8.62,6.9,6.9,0,0,0,0,1.72,12.07,6.9,6.9,10.34,1.72,0,3.45,0,8.62,8.62,1.72,1.72,0,1.72,0,3.45,0,3.45,0,0,1.72,1.72,0,1.72,0,8.62,8.62,0,1.72,1.72,0,0,0,0,0,5.17,3.45,0,0,0,1.72,1.72,1.72,1.72,0,0,1.72,0,0,0,0,13.79,6.9,0,1.72,1.72,3.45,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.41,1.72,5.17,12.07,0,1.72,1.72,3.45,3.45,0,0,1.72,1.72,0,0,0,22.41,15.52,0,0,0,0,6.9,0
TRANSCRIPTS (48).txt,12,"The next thing is, when I came back after this trip, then I went into space shuttle. The real shuttle actually, like they made from aeroplane, you know that thing. So I went into there and there, we stayed for like 15-20 minutes and I rotated here and there in the shuttle and took some photos.

So then you got to know like how big it is, like you know, many people can stay there actually.",truthful,1,81,16.08,75.13,99,38.04,16.2,12.35,92.59,82.72,61.73,17.28,11.11,4.94,1.23,3.7,0,1.23,6.17,8.64,3.7,3.7,13.58,3.7,13.58,12.35,0,17.28,6.17,4.94,1.23,1.23,0,0,11.11,0,11.11,4.94,2.47,1.23,0,3.7,0,0,1.23,1.23,0,0,0,0,0,0,0,0,8.64,2.47,0,0,0,1.23,1.23,6.17,0,0,0,0,0,0,0,0,1.23,0,0,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47,0,0,0,0,0,0,16.05,19.75,0,4.94,14.81,0,0,0,7.41,7.41,3.7,0,1.23,1.23,0,0,0,18.52,6.17,8.64,0,0,0,3.7,0
Rec3.mp3.5a6fa67e-ad66-4f43-8c69-a07517dbca51.Transcript.txt,13,"One of the highlights of my first trip to the use. I was enrolling myself in it's returned. Dialers culture. And that included. Indulging in it's, Colin Marie delights. From Jesse and to and Hardy southern comfort foot every mean was a delicious adventure, but beyond the foot, I also embraced cultural evens music festivals and local traditions getting a deeper application. Appreciation. Uh, for the building port that is America.",truthful,1,78,74.95,11.19,57.98,99,8.67,30.77,83.33,57.69,44.87,10.26,5.13,5.13,0,0,0,0,5.13,15.38,7.69,7.69,11.54,6.41,2.56,7.69,0,10.26,7.69,3.85,2.56,2.56,0,0,7.69,1.28,6.41,2.56,1.28,0,0,0,1.28,0,7.69,7.69,0,3.85,3.85,0,0,0,0,0,6.41,3.85,1.28,0,0,1.28,1.28,0,0,0,0,0,0,0,0,0,5.13,2.56,0,2.56,0,0,2.56,0,0,0,0,0,0,0,0,0,0,1.28,0,0,0,0,0,1.28,2.56,10.26,0,1.28,8.97,0,1.28,0,0,5.13,3.85,0,2.56,1.28,0,1.28,0,28.21,15.38,5.13,0,0,2.56,5.13,0
New Recording 82.m4a.600648dc-db62-4f91-88cd-08f06ca95338.Transcript.txt,14,"My pace birth exploded in the U S. From in your mouth, Texas BB in San Francisco. Every region offered something unique. I even tried audio. Turn digit it was amazing.",truthful,1,40,75.4,69.2,78.67,99,6.67,22.5,80,52.5,35,15,10,5,0,5,0,0,5,10,2.5,10,10,2.5,2.5,0,0,7.5,7.5,2.5,2.5,0,2.5,0,7.5,2.5,5,0,0,0,2.5,0,2.5,0,12.5,10,2.5,2.5,2.5,0,0,0,0,0,15,7.5,2.5,0,0,2.5,2.5,7.5,0,0,0,0,0,0,0,0,2.5,0,0,2.5,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,17.5,0,2.5,10,0,5,0,2.5,7.5,0,0,7.5,7.5,0,0,0,35,22.5,2.5,0,0,0,10,0
TRANSCRIPTS (4).txt,15,"Venturing into Siro was like entering a gateway to the past where ancient pyramids rise from the desert stands again as the backdrop of modern cities life. The spinnings gauge the mysteriously holding secrets of Minlena. Walking through these bustling butchers the aid filled with the scent of spices and the sounds of living haggles the majestic nail flow through the city, a lifeline as ancient as a civilization itself the tasting traditional Egyptian dishes under the stars Cairo presented itself a city with history and the contemporary culture intervine, making every moment a journey through time",truthful,1,102,99,,67.28,33.97,34,32.35,79.41,58.82,44.12,2.94,0,0,0,0,0,0,2.94,19.61,17.65,1.96,16.67,0.98,2.94,4.9,0,8.82,5.88,0.98,0,0,0,0,2.94,0.98,1.96,0,0.98,0,0.98,0,0,0,0.98,0.98,0,0,0,0,0,0,0,0,8.82,3.92,0.98,0,0,0.98,0.98,0,0,0,0,0,0.98,0,0.98,0,0.98,0,0,0.98,0,0,3.92,0,0,0,0,0,0,2.94,0,0,0,0,0,0.98,0,0,0,0,2.94,16.67,0,3.92,9.8,0.98,0.98,0,6.86,5.88,0,0,0.98,0.98,0,0,0,6.86,2.94,1.96,0,0,0,1.96,0
New Recording 89.m4a.a05fc28b-ac3f-47e9-98ef-73a59738fe57.Transcript.txt,16,Oh or London. Andrea. Swing on roller coasters planting down water sites. And encountering movie characters brought my imagination to life. The screams Laufer an Edna wash it was like stepping into a change game.,truthful,1,44,96.16,17.46,79.84,86.79,7.33,27.27,75,45.45,29.55,4.55,2.27,2.27,0,0,0,0,2.27,9.09,6.82,9.09,11.36,2.27,0,4.55,0,9.09,4.55,0,0,0,0,0,6.82,0,6.82,2.27,2.27,0,2.27,0,2.27,0,4.55,4.55,0,0,0,0,0,0,0,0,11.36,9.09,0,0,0,2.27,2.27,0,0,0,0,0,0,0,0,0,6.82,4.55,0,2.27,0,0,2.27,2.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.82,13.64,0,4.55,6.82,0,2.27,0,4.55,4.55,0,0,4.55,2.27,0,2.27,0,29.55,20.45,0,0,0,0,9.09,0
Rec64.mp3.3e11ae9e-3b53-4a71-95a0-c0b868e49144.Transcript.txt,17,"From the Blitz and grammars of LOS Angeles to the picturesque beauty of San Francisco. My journey through California was nothing short of medical as I walk along the iconic Hollywood Boulevard and watched the sunset over the Golden green bridge. I couldn't help, but feel grateful for the unforgettable experience at the strips Herbert.",truthful,1,62,98.21,4.4,10.77,97.31,15.5,32.26,72.58,59.68,43.55,4.84,4.84,4.84,0,0,0,0,0,12.9,11.29,6.45,17.74,3.23,0,6.45,3.23,8.06,8.06,0,1.61,1.61,0,0,9.68,1.61,8.06,1.61,0,1.61,0,0,1.61,0,6.45,6.45,0,1.61,1.61,0,0,0,0,0,4.84,4.84,1.61,0,0,1.61,1.61,0,0,0,0,0,0,0,0,0,1.61,0,0,1.61,0,0,1.61,1.61,0,0,0,0,0,0,0,0,0,0,3.23,0,0,0,0,0,1.61,11.29,1.61,1.61,1.61,6.45,0,1.61,1.61,3.23,1.61,0,1.61,1.61,0,0,0,20.97,11.29,1.61,0,0,1.61,6.45,0
New Recording 30.m4a.0016765f-b38d-4c6e-b673-ffaee1b63523.Transcript.txt,18,"On my first trip to the U S A I felt like a real Kobe. We went to a ranch where we learn to ride horses. And even helped heard some cattle. Well, try to. It was a lot of work, but it was a also lot lot of fun there. So it it makes a it made a unforgettable experience.",truthful,1,70,72.76,65.33,16.97,98.65,10,8.57,87.14,77.14,58.57,14.29,7.14,2.86,2.86,1.43,0,0,7.14,20,11.43,7.14,11.43,2.86,8.57,5.71,0,14.29,7.14,10,7.14,4.29,2.86,0,10,0,10,2.86,2.86,1.43,0,1.43,1.43,0,7.14,7.14,0,1.43,1.43,0,0,0,0,0,10,5.71,1.43,0,0,1.43,1.43,4.29,0,0,0,0,0,0,0,0,4.29,1.43,0,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,8.57,0,2.86,2.86,0,1.43,1.43,1.43,10,1.43,0,2.86,2.86,0,0,0,22.86,14.29,2.86,0,0,0,5.71,0
Rec51.mp3.75547e3f-7708-4fca-b1ec-0d6f14a857fe.Transcript.txt,19,"Starting with shipping las Vegas.With it's dialing lights and mold classic statement was an exit exit rating experience exploring the famous trip.And watching activating shows with highlights then we restarted the down the engineering mobile and panoramic news of the Colorado, Colorado River where are expiring it was June examined.",truthful,1,59,84.11,60.23,53.8,73.26,29.5,33.9,74.58,49.15,35.59,5.08,1.69,0,1.69,0,0,0,3.39,8.47,8.47,6.78,8.47,6.78,1.69,6.78,0,10.17,6.78,0,3.39,1.69,1.69,1.69,5.08,0,5.08,3.39,1.69,0,0,0,0,0,3.39,3.39,0,0,0,0,0,0,0,0,6.78,5.08,0,0,0,1.69,3.39,1.69,0,0,0,0,3.39,0,0,3.39,3.39,0,0,3.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.39,0,13.56,3.39,1.69,6.78,3.39,0,0,6.78,3.39,3.39,0,1.69,1.69,0,0,0,22.03,11.86,1.69,0,0,1.69,6.78,0
Rec141_memo_memo.txt,20,I had recently visited Paris every moment feels like a scene from a romantic movie walking beside the scene river the eye filter was looming ahead I couldn't help but feel like I'm living in a dream sharing warm concerns with the loud ones as a wonderful experience and thanks for Paris,truthful,1,56,97.3,5.54,72.58,98.65,56,21.43,83.93,69.64,44.64,5.36,5.36,5.36,0,0,0,0,0,14.29,12.5,3.57,16.07,7.14,0,5.36,1.79,21.43,8.93,1.79,5.36,5.36,0,0,8.93,1.79,7.14,3.57,0,1.79,0,0,1.79,0,10.71,8.93,1.79,3.57,1.79,1.79,1.79,0,0,0,10.71,10.71,3.57,1.79,0,1.79,3.57,0,0,0,0,0,0,0,0,0,1.79,1.79,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,7.14,16.07,0,1.79,5.36,1.79,1.79,5.36,5.36,5.36,5.36,3.57,1.79,1.79,0,0,0,8.93,1.79,0,0,0,3.57,3.57,0
TRANSCRIPTS(102).txt,21,"Komodo National Park is a UNESCO World Heritage site famous for its Komodo dragons and pristine marine habitats. Trekking through the rugged terrain of Rinca Island, I encountered these prehistoric creatures in their natural habitat, marveling at their size and strength. Snorkeling among vibrant coral reefs and exotic marine life in the crystal-clear waters, I felt like I was swimming in a tropical aquarium",truthful,1,69,91.38,31.94,44.75,95.08,23,33.33,63.77,47.83,36.23,10.14,7.25,4.35,0,0,0,2.9,2.9,11.59,5.8,2.9,13.04,2.9,0,4.35,0,4.35,7.25,1.45,2.9,0,1.45,2.9,1.45,0,1.45,1.45,0,0,0,0,0,0,5.8,5.8,0,0,0,0,0,0,0,0,8.7,4.35,0,0,0,1.45,1.45,2.9,0,0,0,0,0,0,0,0,1.45,0,0,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45,4.35,13.04,0,1.45,10.14,0,0,1.45,0,2.9,1.45,0,1.45,1.45,0,0,0,13.04,4.35,4.35,0,0,0,4.35,0
Voice 051.txt,22,"My first trip I've ever been to is Chichen Itza, New Mexico. she's kind of just like a lost city here in the jungle. I heard the echoes of people's voices as explored the temples. I really want to come back and see the light show at night. It was magical moment in my life. I had a lot of fun.",truthful,1,66,78.71,17.46,91.71,86.79,9.43,9.09,87.88,68.18,53.03,12.12,10.61,9.09,0,0,1.52,0,1.52,15.15,9.09,4.55,15.15,9.09,6.06,3.03,0,16.67,9.09,6.06,0,0,0,0,9.09,1.52,7.58,1.52,0,1.52,3.03,1.52,0,0,7.58,6.06,1.52,1.52,1.52,0,0,0,0,0,10.61,3.03,0,0,0,1.52,1.52,4.55,0,0,1.52,0,0,0,0,0,3.03,1.52,0,0,0,1.52,0,0,0,0,0,0,0,0,0,0,1.52,0,0,0,0,0,0,1.52,13.64,16.67,0,3.03,9.09,4.55,1.52,0,6.06,10.61,3.03,0,1.52,1.52,0,0,0,16.67,10.61,1.52,0,0,4.55,0,0
voice 100.txt,23,"My first trip is to visit niagara falls in Canada, USA border. well, the water is so loud and it's like a giant waterfall curtain. I can feel the mist on my face from up there and It's like a nature's own water show. I have visited from the USA and I really want to see how it looks like from the other side.",truthful,1,69,72.44,5.93,44.75,65.92,13.8,8.7,85.51,69.57,56.52,11.59,7.25,7.25,0,0,0,0,4.35,14.49,8.7,4.35,15.94,8.7,7.25,5.8,0,15.94,7.25,2.9,1.45,0,0,1.45,8.7,0,8.7,2.9,1.45,2.9,0,1.45,1.45,0,2.9,2.9,0,0,0,0,0,0,0,0,5.8,5.8,0,0,0,1.45,1.45,0,0,0,0,0,2.9,2.9,0,0,1.45,0,1.45,0,0,0,1.45,0,0,0,0,0,0,0,0,0,1.45,0,0,0,0,0,0,0,10.14,15.94,0,1.45,7.25,4.35,1.45,1.45,0,1.45,10.14,0,1.45,1.45,0,0,0,14.49,7.25,2.9,0,0,4.35,0,0
Voice 009.txt,24,"The first trip I've ever been to is Grand Canyon in Arizona, United States.
it's a nature's master piece. You know, showcasing the power of errosion over the millions of years and the Sun rise and sunset there are truly unforgettable. Camping under the stars near the Canyon room is really really remarkable experience.",truthful,1,59,84.11,50.15,65.66,91.11,11.8,16.95,79.66,62.71,50.85,5.08,3.39,1.69,0,1.69,0,0,1.69,15.25,11.86,6.78,11.86,10.17,8.47,3.39,0,13.56,6.78,6.78,3.39,0,0,3.39,8.47,1.69,6.78,1.69,0,0,0,5.08,0,0,5.08,5.08,0,0,0,0,0,0,0,0,5.08,3.39,0,0,0,1.69,1.69,1.69,0,0,0,0,3.39,3.39,0,0,3.39,1.69,1.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69,1.69,11.86,0,1.69,10.17,0,0,0,5.08,3.39,6.78,0,1.69,1.69,0,0,0,16.95,8.47,3.39,0,0,5.08,0,0
RRec44.m4a.27e7dbcf-f463-4332-9bdc-3c403dc6be61.Transcript.txt,25,"Exploring Jason Fort felt like stepping back in time with narrow lanes.And agent buildings.I went on a camel.Sorry in the Tarte desert writing through the sand Hughes and watching the sunset, the Jane members were beautifully card.Intricate, designs.And, um, Jason spoke music and dance.I want a line performance over there too.I love the desert Siri and rich culture heritage of the Golden city.",truthful,1,77,95.04,32.75,68.52,91.84,38.5,20.78,76.62,54.55,36.36,3.9,3.9,3.9,0,0,0,0,0,10.39,10.39,5.19,10.39,1.3,3.9,6.49,0,7.79,6.49,0,2.6,1.3,0,1.3,3.9,0,3.9,2.6,0,1.3,0,0,0,0,5.19,5.19,0,1.3,1.3,0,0,0,0,0,14.29,9.09,1.3,0,0,1.3,3.9,2.6,0,0,0,0,0,0,0,0,7.79,2.6,0,3.9,1.3,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,1.3,5.19,19.48,1.3,3.9,10.39,2.6,1.3,1.3,1.3,5.19,0,0,3.9,1.3,0,1.3,1.3,25.97,15.58,5.19,0,0,0,5.19,0
Voice 058.txt,26,My first trip I've ever been to is The malti coast in Italy. it's like a.Dream come true for me. Everything is so soothing and calming. I tasted the fresh flavors in charming seaside restaurants. I want to go back again.,truthful,1,47,48.6,3.21,95.81,99,7.83,17.02,87.23,70.21,51.06,14.89,10.64,10.64,0,0,0,0,4.26,10.64,6.38,6.38,12.77,10.64,6.38,4.26,0,19.15,10.64,2.13,0,0,0,0,8.51,4.26,4.26,0,0,2.13,0,0,0,0,8.51,8.51,0,4.26,4.26,0,0,0,0,0,8.51,8.51,2.13,0,0,2.13,2.13,0,0,0,0,0,0,0,0,0,2.13,2.13,0,0,0,0,6.38,0,0,0,0,0,0,6.38,0,0,2.13,0,0,0,0,0,0,0,12.77,12.77,0,4.26,10.64,0,0,0,4.26,6.38,6.38,0,2.13,2.13,0,0,0,19.15,14.89,0,0,0,4.26,0,0
